lat,lon,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19
39.5376282,116.612854,12.1875,11.7416668,28.778595,1110.882324,30.5,-10.3000002,40.7999992,25.0666656,-2.2666667,25.0666656,-2.2666667,552,215,2,146.3775787,439,10,439,10
39.3962173,116.4293137,12.2458334,11.7750006,28.7897301,1113.976196,30.6000004,-10.3000002,40.9000015,25.1499996,-2.25,25.1499996,-2.25,555,217,2,148.7355194,446,10,446,10
39.3461876,117.4476395,12.229167,10.8249998,27.1984921,1108.603638,30.1000004,-9.6999998,39.7999992,25.0499992,-2.2,25.0499992,-2.2,553,198,3,136.6467133,419,12,419,12
40.0244522,116.3444366,12.270833,11.458333,28.222496,1117.254028,31.2000008,-9.3999996,40.5999985,25.3166656,-2.1666665,25.3166656,-2.1666665,546,190,3,134.2493744,414,10,414,10
38.8982773,116.873848,12.8791666,11.1750002,28.0075188,1106.763184,30.8999996,-9,39.9000015,25.7000008,-1.4833335,25.7000008,-1.4833335,510,187,3,138.6865387,391,13,391,13
39.0578423,115.8892822,12.7791662,11.6750002,28.3373775,1116.686401,31.5,-9.6999998,41.2000008,25.8500004,-1.6333333,25.8500004,-1.6333333,518,187,3,142.3547974,403,10,403,10
39.1760674,116.6317139,12.6083336,11.7666664,28.8398705,1112.519287,30.8999996,-9.8999996,40.7999992,25.4500008,-1.8833333,25.4500008,-1.8833333,527,200,2,144.09758,415,12,415,12
39.4992676,117.0529175,12.0916662,11.1499996,27.5308647,1104.286743,30.5,-10,40.5,25.0499992,0.1666666,25.0499992,-2.1666667,537,208,2,143.9250793,421,10,421,10
39.4135857,116.0769272,12.2458334,11.875,28.8228168,1109.040283,30.7999992,-10.3999996,41.1999969,25.166666,-2.1666665,25.166666,-2.1666665,566,222,1,151.0970459,459,8,459,8
39.122776,117.7056732,12.6416664,9.7666674,25.3022461,1096.543823,30.2000008,-8.3999996,38.5999985,25.3833332,-1.5833333,25.3833332,-1.5833333,546,193,3,136.1061859,411,10,411,10
38.654335,117.3547745,13.0666666,10.4499998,26.9329891,1094.148315,30.7000008,-8.1000004,38.8000031,25.75,-1.1666667,25.75,-1.1666667,534,188,4,132.6103058,396,15,396,15
39.1709824,117.0136642,12.8291664,11.041666,27.7428818,1105.571533,30.7999992,-9,39.7999992,25.666666,-1.5166668,25.666666,-1.5166668,531,199,2,141.0155945,411,11,411,11
39.0609703,116.3216553,12.7541666,11.8916664,28.7933826,1120.63794,31.3999996,-9.8999996,41.2999992,25.7166672,-1.8,25.7166672,-1.8,505,191,2,145.7584381,398,11,398,11
38.9523315,117.6793137,12.6708336,9.625,24.9352322,1105.057495,30.6000004,-8,38.5999985,25.5666656,-1.5999999,25.5666656,-1.5999999,547,195,3,136.2290192,413,10,413,10
39.5763016,117.459343,11.8583336,11.1333332,27.4897118,1109.706787,30.1000004,-10.3999996,40.5,24.7999992,-2.5333333,24.7999992,-2.5333333,559,199,4,135.3651733,421,13,421,13
38.9472084,117.2012939,12.8125,9.7250004,25.2597408,1094.698242,30.2999992,-8.1999998,38.5,25.5166664,-1.4,25.5166664,-1.4,550,192,4,129.6537476,401,19,401,19
39.2629471,117.4640503,12.3916664,10.5666666,26.7510548,1106.468262,30.2000008,-9.3000002,39.5,25.2000008,-2.0166669,25.2000008,-2.0166669,559,198,4,134.427597,420,15,420,15
39.3844719,117.3686905,12.2124996,10.8083334,27.2250214,1109.146118,30.1000004,-9.6000004,39.7000008,25.0666676,-2.2,25.0666676,-2.2,555,198,3,135.7234039,420,13,420,13
39.1457367,116.5944061,12.6625004,11.8416662,28.8821144,1115.268311,31.1000004,-9.8999996,41,25.5333328,-1.8666667,25.5333328,-1.8666667,518,197,2,145.245636,409,11,409,11
39.75,116.0070953,12.3625002,11.7750006,29.14604,1094.557007,30.8999996,-9.5,40.4000015,25.1000004,-1.8166667,25.1000004,-1.8166667,580,214,3,142.6803284,458,11,458,11
39.3659859,117.2947693,12.3583336,10.583333,26.7255878,1106.065552,30.2000008,-9.3999996,39.5999985,25.1833344,-2.0166667,25.1833344,-2.0166667,556,200,4,134.5836029,416,17,416,17
39.8551369,116.6127319,12.0458336,11.6583328,28.5743446,1114.608521,30.7000008,-10.1000004,40.8000031,25.0166664,-2.4000001,25.0166664,-2.4000001,555,212,2,142.8051147,434,9,434,9
38.7354355,116.0868683,13.3666668,11.1999998,27.3170738,1125.229981,32.2999992,-8.6999998,41,26.6000004,-0.9999999,26.6000004,-0.9999999,460,162,3,139.1093597,353,12,353,12
39.30233,116.9341049,12.4291668,11.2250004,28.1328316,1107.793579,30.3999996,-9.5,39.9000015,25.25,0.4666666,25.25,-1.9333334,536,202,2,140.8141785,414,13,414,13
39.2123985,116.9057312,12.5749998,11.3833332,28.3873653,1108.716553,30.6000004,-9.5,40.0999985,25.416666,-1.8166667,25.416666,-1.8166667,528,200,2,142.2758789,411,11,411,11
39.1489258,116.1522369,12.5874996,11.791667,28.6901855,1118.135864,31.1000004,-10,41.0999985,25.5666656,-1.9166666,25.5666656,-1.9166666,522,197,2,146.641449,414,10,414,10
39.6188393,115.9882736,12.2208328,11.9083328,28.9037209,1108.818848,31,-10.1999998,41.2000008,25.1333332,-2.1666665,25.1333332,-2.1666665,585,224,2,147.6510315,471,9,471,9
39.0441742,116.418251,12.7333336,11.7166672,28.6471062,1115.486694,31.1000004,-9.8000002,40.9000015,25.6499996,-1.7333333,25.6499996,-1.7333333,501,190,2,145.3688354,395,11,395,11
39.9138374,117.0247192,11.6499996,11.8499994,28.623188,1122.610596,30.2999992,-11.1000004,41.4000015,24.7166672,-2.9333334,24.7166672,-2.9333334,540,205,3,140.7025757,416,12,416,12
39.2579346,116.5794907,12.4333334,11.7833328,28.8807182,1114.734619,30.7000008,-10.1000004,40.8000031,25.2999992,-2.0999999,25.2999992,-2.0999999,532,204,2,145.2637787,421,11,421,11
39.6230469,115.8417206,12.0124998,11.6416664,28.9593697,1094.453247,30.2999992,-9.8999996,40.1999969,24.666666,-2.2333333,24.666666,-2.2333333,595,224,3,144.829834,474,11,474,11
38.9147034,116.4773483,12.833333,11.7166662,28.5772362,1119.535889,31.2999992,-9.6999998,41,25.7999992,-1.6666666,25.7999992,-1.6666666,492,182,3,141.8289185,382,13,382,13
39.8162689,116.1571884,12.2375002,11.8249998,29.1256161,1102.893189,30.8999996,-9.6999998,40.5999985,25.083334,-2.0333333,25.083334,-2.0333333,573,207,3,139.9529419,447,10,447,10
39.3942223,117.5868378,12.1208334,11.1416664,27.9941387,1107.654053,29.8999996,-9.8999996,39.7999992,24.916666,-2.3,24.916666,-2.3,573,198,4,132.5265198,427,15,427,15
39.5909271,116.5063477,12.041667,11.833333,29.0032673,1110.140869,30.3999996,-10.3999996,40.7999992,24.916666,-2.3999999,24.916666,-2.3999999,556,218,1,148.3019562,446,8,446,8
39.8741112,116.5974426,12.166667,11.6166668,28.4722233,1114.89978,30.8999996,-9.8999996,40.7999992,25.1499996,-2.2833333,25.1499996,-2.2833333,559,213,3,142.3623657,436,10,436,10
39.2365952,118.0563889,11.8208332,9.0916662,23.6147194,1106.713867,29.3999996,-9.1000004,38.5,24.7000008,-2.5,24.7000008,-2.5,561,192,2,134.0347595,419,9,419,9
39.7715111,116.5037155,12.145833,11.6749992,28.685503,1112.60437,30.7999992,-9.8999996,40.6999969,25.1000004,-2.25,25.1000004,-2.25,570,216,2,142.9104156,447,9,447,9
39.3987198,116.1776199,12.2541666,11.8083334,28.8008137,1107.998657,30.7999992,-10.1999998,41,25.166666,-2.1333332,25.166666,-2.1333332,563,221,1,150.9194031,456,9,456,9
39.1422806,116.4546661,12.6000004,11.6833334,28.635622,1115.36377,31,-9.8000002,40.7999992,25.5166664,-1.8833334,25.5166664,-1.8833334,521,198,2,145.6026459,412,11,412,11
39.0726509,116.5355072,12.7250004,11.6833334,28.5656071,1115.244629,31.1000004,-9.8000002,40.9000015,25.6000004,-1.7833333,25.6000004,-1.7833333,510,193,2,144.1759338,400,12,400,12
39.614151,117.6453629,11.7583332,11.3833332,27.6966763,1115.750488,30.2999992,-10.8000002,41.0999985,24.7833328,-2.7166667,24.7833328,-2.7166667,576,198,4,132.9794769,431,13,431,13
39.3339806,116.6040955,12.3291664,11.875,28.9634132,1118.969605,30.7000008,-10.3000002,41,25.2333336,-2.2666667,25.2333336,-2.2666667,546,212,2,145.872406,433,11,433,11
39.705307,117.1125717,11.8125,11.6583338,28.4349594,1113.883667,30.2000008,-10.8000002,41,24.7833328,-2.6500001,24.7833328,-2.6500001,543,205,2,140.7358246,420,11,420,11
39.07407,117.0564728,12.9958334,10.541666,26.8920059,1097.876953,30.8999996,-8.3000002,39.2000008,25.7833328,-1.2166667,25.7833328,-1.2166667,532,197,3,138.7948761,407,14,407,14
39.1366043,116.5544052,12.6541662,11.875,28.8228149,1116.953003,31.2000008,-10,41.2000008,25.5666656,-1.8833334,25.5666656,-1.8833334,519,198,2,145.3664093,410,11,410,11
39.2560806,117.4335098,12.4541664,10.541667,26.7554989,1106.70166,30.2000008,-9.1999998,39.4000015,25.2666664,-1.9666667,25.2666664,-1.9666667,564,198,5,132.4068146,419,19,419,19
39.2282066,116.8702469,12.5,11.4333334,28.5120525,1106.793091,30.3999996,-9.6999998,40.0999985,25.2833328,-1.9,25.2833328,-1.9,530,201,2,142.4621887,413,11,413,11
38.7039299,117.3013,12.7458334,10.2416668,26.2606831,1099.678589,30.3999996,-8.6000004,39,25.4666672,-1.6000001,25.4666672,-1.6000001,528,188,3,134.1590576,393,13,393,13
39.8448067,116.2138519,12.3000002,11.833334,29.0032692,1109.766602,31.1000004,-9.6999998,40.7999992,25.2166672,-2.0666666,25.2166672,-2.0666666,576,204,3,137.4045563,444,11,444,11
39.6458015,117.3188934,11.9333334,11.3166666,27.8050785,1117.011719,30.2000008,-10.5,40.7000008,24.8999996,-2.5833333,24.8999996,-2.5833333,550,201,3,137.8561554,420,12,420,12
39.0499001,117.1735153,13.1750002,10.0500002,26.0362701,1094.381348,31,-7.5999999,38.5999985,25.9333344,-0.9833333,25.9333344,-0.9833333,549,199,4,135.3341827,413,17,413,17
39.7481651,116.7324295,11.8999996,11.7166662,28.6471062,1110.360352,30.3999996,-10.5,40.9000015,24.8166656,-2.5166667,24.8166656,-2.5166667,546,214,2,145.5665741,431,9,431,9
39.187706,117.3417969,12.6583328,10.75,27.4234695,1098.453125,30.3999996,-8.8000002,39.2000008,25.3833332,0.75,25.3833332,-1.6166667,549,197,3,135.6932983,414,15,414,15
39.6007957,116.7244492,12.166667,11.5500002,28.4482746,1113.082031,30.5,-10.1000004,40.5999985,25.1000004,-2.2833335,25.1000004,-2.2833335,546,213,2,145.5723572,432,10,432,10
39.8878746,116.5269928,12.3999996,11.5666666,28.4893265,1114.862427,31.2000008,-9.3999996,40.5999985,25.3999996,-2.0166667,25.3999996,-2.0166667,564,212,3,141.4408875,439,10,439,10
39.3430138,116.6411591,12.3208332,11.8083334,28.8712292,1117.054688,30.6000004,-10.3000002,40.9000015,25.2000008,-2.25,25.2000008,-2.25,541,210,2,145.9558258,429,11,429,11
39.5628052,117.6233521,11.7166662,10.666667,26.4681549,1116.541626,29.7999992,-10.5,40.2999992,24.7000008,-2.8166666,24.7000008,-2.8166666,582,196,5,128.0921631,422,16,422,16
39.4203186,117.5882034,12.0708332,11.125,27.882206,1108.308472,29.8999996,-10,39.9000015,24.8666668,-2.3666668,24.8666668,-2.3666668,573,198,4,132.4918823,427,15,427,15
39.5936623,116.805069,12.104167,11.6416664,28.674057,1108.271484,30.2999992,-10.3000002,40.5999985,24.9666672,-2.3,24.9666672,-2.3,541,210,2,145.0614777,427,10,427,10
39.0887566,117.0293045,13.0374994,10.5583334,26.9345226,1097.990112,30.8999996,-8.3000002,39.2000008,25.8166656,-1.1833334,25.8166656,-1.1833334,532,195,4,137.195282,403,17,403,17
39.4393044,116.5427475,12.1875,11.8416672,28.8821144,1115.490356,30.5,-10.5,41,25.083334,-2.3499999,25.083334,-2.3499999,553,216,2,147.2158203,442,10,442,10
38.6643105,116.0441132,13.0249996,11.5666666,27.9388084,1128.801636,31.8999996,-9.5,41.4000015,26.2666664,-1.4333334,26.2666664,-1.4333334,453,156,3,136.8743134,346,12,346,12
39.0184212,117.4300842,13.0625,10.5249996,26.9871788,1098.517822,30.8999996,-8.1000004,39,25.8166656,-1.2333335,25.8166656,-1.2333335,554,196,4,133.0150299,412,16,412,16
39.4283295,117.5438156,12.0708332,11.0749998,27.7568932,1108.359619,29.8999996,-10,39.9000015,24.8999996,-2.3500001,24.8999996,-2.3500001,568,198,4,133.3898163,426,14,426,14
39.4173203,117.56073,12.083333,11.1166668,27.8613205,1109.230591,29.8999996,-10,39.9000015,24.916666,-2.3500001,24.916666,-2.3500001,570,198,4,133.019104,426,14,426,14
39.7752876,116.8865433,11.8000002,11.6333332,28.4433575,1109.309815,30.2000008,-10.6999998,40.9000015,24.7000008,-2.6000001,24.7000008,-2.6000001,540,210,2,143.6458435,421,11,421,11
38.9212761,117.5903091,12.5291662,8.9083328,23.5670185,1095.846436,30,-7.8000002,37.7999992,25.2999992,-1.6500001,25.2999992,-1.6500001,534,191,3,136.2653503,403,10,403,10
39.4572563,116.530426,12.1541662,11.8249998,28.8414631,1114.912231,30.5,-10.5,41,25.0499992,-2.3666666,25.0499992,-2.3666666,558,218,2,147.1289978,446,10,446,10
39.2330322,116.1049271,12.4666672,11.9666662,28.9749794,1117.4552,31,-10.3000002,41.2999992,25.3999996,-2.0666666,25.3999996,-2.0666666,539,204,2,147.3338318,430,10,430,10
39.2546616,117.32827,12.645834,10.625,27.0356236,1103.118408,30.5,-8.8000002,39.2999992,25.4500008,-1.6833334,25.4500008,-1.6833334,556,199,4,134.3391724,416,18,416,18
39.3326759,117.6040039,12.1625004,10.7416668,26.9891129,1109.187134,30,-9.8000002,39.7999992,24.9833336,-2.3,24.9833336,-2.3,573,198,4,132.5265198,427,15,427,15
39.6091576,116.6050186,12.0666666,11.8833332,28.9837399,1112.312012,30.5,-10.5,41,24.9666672,-2.4166667,24.9666672,-2.4166667,554,216,2,146.299057,440,9,440,9
38.9571686,117.3730927,13.083333,10.5166664,26.9658127,1101.466675,31,-8,39,25.8666668,-1.2500001,25.8666668,-1.2500001,550,195,4,133.2389069,410,18,410,18
39.5171967,115.8024445,12.3208332,12.0583334,29.1969318,1113.441528,31,-10.3000002,41.2999992,25.2166672,-2.1666667,25.2166672,-2.1666667,601,228,3,145.3474121,479,12,479,12
38.7375984,116.1738205,12.9375,11.5250006,27.9055691,1128.198731,31.7000008,-9.6000004,41.3000031,26.1333332,-1.5500001,26.1333332,-1.5500001,459,162,3,138.9798737,352,12,352,12
39.5451851,116.4791718,12.0708332,11.8583336,28.9934807,1110.181152,30.5,-10.3999996,40.9000015,24.9666672,-2.3499999,24.9666672,-2.3499999,560,220,1,148.8000946,450,8,450,8
39.5377541,116.3315353,12.1166668,11.8833332,28.9837399,1110.223877,30.6000004,-10.3999996,41,25,-2.3166666,25,-2.3166666,569,226,1,152.1519165,465,7,465,7
39.3309212,116.4901276,12.5333328,11.5500002,28.4482765,1111.725342,30.8999996,-9.6999998,40.5999985,25.4499989,-1.9,25.4499989,-1.9,543,212,2,148.2135315,435,10,435,10
38.8618317,116.4319,12.875,11.6000004,28.3618584,1121.797485,31.3999996,-9.5,40.9000015,25.916666,-1.6166668,25.916666,-1.6166668,490,180,3,141.2542267,380,14,380,14
40.0065727,117.0308304,11.6125002,11.7749996,28.3052883,1127.801758,30.3999996,-11.1999998,41.5999985,24.75,-3.0333333,24.75,-3.0333333,535,201,3,139.0981293,409,13,409,13
39.8444633,117.0734177,11.625,11.6999998,28.3980579,1118.144775,30.1000004,-11.1000004,41.2000008,24.6333332,-2.9000001,24.6333332,-2.9000001,541,204,3,139.9763184,415,12,415,12
39.6309967,116.9583511,11.958333,11.4499998,28.132679,1110.108154,30.2999992,-10.3999996,40.6999969,24.8999996,-2.4333332,24.8999996,-2.4333332,541,210,2,143.5813751,422,11,422,11
39.6669426,116.852417,11.9333334,11.5999994,28.4313717,1107.979981,30.2999992,-10.5,40.7999992,24.8333321,-2.45,24.8333321,-2.45,540,211,2,144.7304382,424,10,424,10
38.8621216,117.23452,12.854167,10.375,26.7396908,1094.960449,30.5,-8.3000002,38.7999992,25.5333328,0.9166667,25.5333328,-1.3833333,538,189,5,131.5877686,397,22,397,22
39.728405,116.2099457,11.9958334,12.125,29.3583527,1116.254761,30.7000008,-10.6000004,41.3000031,24.916666,-2.5166667,24.916666,-2.5166667,573,216,2,145.4402924,457,8,457,8
39.389534,115.9685287,12.3125,11.8583326,28.782362,1110.031006,30.8999996,-10.3000002,41.2000008,25.2333336,-2.1166666,25.2333336,-2.1166666,567,219,2,149.4375458,458,9,458,9
39.2654648,117.9439774,11.8500004,9.3166666,24.0740738,1108.819946,29.5,-9.1999998,38.7000008,24.75,-2.5166667,24.75,-2.5166667,563,194,3,134.4765167,422,10,422,10
39.014679,116.5593948,12.7541666,11.5249996,28.3866997,1112.969971,31,-9.6000004,40.5999985,25.6166668,-1.7,25.6166668,-1.7,509,190,3,142.2285767,396,14,396,14
39.620327,115.7940369,11.7833338,11.4333334,28.6549702,1089.752564,30,-9.8999996,39.9000015,24.3999996,-2.3833332,24.3999996,-2.3833332,602,225,3,143.7242279,477,11,477,11
39.2357788,116.5565491,12.4833336,11.7666664,28.8398705,1113.022827,30.7999992,-10,40.7999992,25.3500004,-2.0166667,25.3500004,-2.0166667,529,203,2,145.839859,419,11,419,11
39.5448074,115.8214722,12.3291664,11.8916664,28.9334946,1111.776733,31,-10.1000004,41.0999985,25.2000008,-2.1333334,25.2000008,-2.1333334,597,227,3,145.8348999,476,12,476,12
39.3642654,116.574791,12.3000002,11.8499994,28.7621365,1122.786743,30.7999992,-10.3999996,41.1999969,25.2833328,-2.3333333,25.2833328,-2.3333333,549,212,2,145.7748413,436,11,436,11
39.3169441,117.8598022,11.979167,10.2583332,26.0363789,1112.03833,29.7000008,-9.6999998,39.4000015,24.8666668,-2.4833333,24.8666668,-2.4833333,597,199,5,128.6771698,435,17,435,17
39.5069466,117.4711304,11.9125004,10.5249996,26.5782833,1104.770874,29.6000004,-10,39.5999985,24.7333336,-2.45,24.7333336,-2.45,558,198,4,134.8608856,419,14,419,14
39.1658745,116.2834015,12.5749998,11.7166672,28.6471081,1115.050903,31,-9.8999996,40.9000015,25.5,-1.9,25.5,-1.9,520,198,2,147.0695953,413,10,413,10
39.6558037,116.7873077,12,11.6166668,28.5421791,1110.628418,30.2999992,-10.3999996,40.6999969,24.8999996,-2.4333332,24.8999996,-2.4333332,542,212,2,145.5821686,428,9,428,9
39.9921265,116.3136215,12.3625002,11.208333,27.8814259,1108.998535,31.2000008,-9,40.2000008,25.3500004,-1.9333333,25.3500004,-1.9333333,549,190,3,133.6890564,415,10,415,10
39.5849113,116.946579,12.0166664,11.3500004,27.9556656,1105.484985,30.3999996,-10.1999998,40.5999985,24.9333344,-2.3,24.9333344,-2.3,536,208,2,144.2246094,421,10,421,10
39.9546051,116.8905563,11.7124996,11.9083338,28.6947784,1124.944702,30.6000004,-10.8999996,41.5,24.833334,-2.8666666,24.833334,-2.8666666,546,210,3,141.0544586,420,13,420,13
38.9282722,116.6813583,12.7833338,11.5333328,28.4773655,1113.625,31,-9.5,40.5,25.6499996,-1.6833334,25.6499996,-1.6833334,505,187,2,140.8854523,392,13,392,13
39.1923256,116.9449615,12.6166668,11.3500004,28.3042393,1108.845337,30.6000004,-9.5,40.0999985,25.4500008,-1.8,25.4500008,-1.8,528,198,2,141.2466583,410,11,410,11
38.6999741,116.0987396,13.3166666,11.1833334,27.2764225,1130.845093,32.2999992,-8.6999998,41,26.6166668,-1.1166666,26.6166668,-1.1166666,479,166,4,136.0296478,363,17,363,17
39.7239838,116.0138016,12.5375004,11.875,29.0342293,1104.3573,31.2999992,-9.6000004,40.9000015,25.3833332,-1.7666668,25.3833332,-1.7666668,587,218,3,143.5341034,466,11,466,11
39.5110779,116.609848,12.1833334,11.8000002,28.9215698,1112.072876,30.5,-10.3000002,40.7999992,25.0666656,-2.2833333,25.0666656,-2.2833333,554,216,2,146.2320099,440,10,440,10
39.520256,116.0175934,12.3083334,11.7833338,28.7398376,1107.851807,30.7999992,-10.1999998,41,25.166666,-2.0666666,25.166666,-2.0666666,580,225,2,149.446991,469,9,469,9
39.3395844,117.1269608,12.5333338,10.9833336,27.5963154,1103.604248,30.6000004,-9.1999998,39.7999992,25.3666668,-1.7666665,25.3666668,-1.7666665,540,200,3,138.746994,413,12,413,12
39.9450569,116.290451,12.3708334,11.2250004,27.9925175,1104.68103,31.2000008,-8.8999996,40.0999985,25.2999992,-1.8666666,25.2999992,-1.8666666,561,193,3,133.8114777,425,10,425,10
38.9964676,117.4157181,13.0583334,10.4333334,26.8209095,1097.639648,30.7999992,-8.1000004,38.9000015,25.7833328,-1.2333335,25.7833328,-1.2333335,556,198,4,133.8974609,415,16,415,16
39.7075386,116.9155197,11.895833,11.541666,28.2883987,1113.559937,30.2999992,-10.5,40.7999992,24.8666668,-2.55,24.8666668,-2.55,544,211,2,143.8404083,426,11,426,11
39.4718399,117.4527435,12.0083332,10.4000006,26.2626266,1107.574829,29.7000008,-9.8999996,39.5999985,24.8500004,-2.4166665,24.8500004,-2.4166665,573,199,5,130.5285034,421,19,421,19
39.0715103,116.6492691,12.8416672,11.5500002,28.5891094,1109.784668,31,-9.3999996,40.4000015,25.6833344,-1.5666666,25.6833344,-1.5666666,512,193,2,142.949646,399,12,399,12
38.6346817,117.4018097,13,9.7666664,25.5004349,1095.9823,30.5,-7.8000002,38.2999992,25.7166672,-1.2666667,25.7166672,-1.2666667,572,189,6,121.184845,398,23,398,23
39.5585022,115.8378372,12.270833,11.8416672,28.8821144,1108.464233,30.8999996,-10.1000004,41,25.1166668,-2.1500001,25.1166668,-2.1500001,599,227,3,145.503006,478,12,478,12
39.7200279,116.323143,12.3249998,11.7166672,28.7878799,1110.768555,31,-9.6999998,40.7000008,25.25,-2.05,25.25,-2.05,584,222,2,144.8528442,463,10,463,10
38.9865608,116.6535645,12.8041668,11.4916668,28.374485,1114.763428,31,-9.5,40.5,25.7000008,-1.6666667,25.7000008,-1.6666667,510,190,2,141.661499,397,13,397,13
39.4400368,115.7104874,12.4625006,12.0749998,29.096384,1115.675781,31.2000008,-10.3000002,41.5,25.3999996,-2.05,25.3999996,-2.05,591,220,4,143.4270477,467,13,467,13
38.9826508,115.9104691,12.770833,11.7583332,28.4017696,1111.905518,31.6000004,-9.8000002,41.4000015,25.8166656,-1.5833334,25.8166656,-1.5833334,501,179,3,141.7092743,389,10,389,10
39.7870216,116.5413055,12.2541666,11.6916666,28.7264538,1112.021973,30.8999996,-9.8000002,40.7000008,25.2000008,-2.1500001,25.2000008,-2.1500001,566,215,2,142.7767639,443,9,443,9
39.1559906,117.0980377,13.1166668,10.6499996,27.0304565,1101.126221,31.2000008,-8.1999998,39.4000015,25.9500008,1.25,25.9500008,-1.1166667,543,202,3,138.8815308,415,15,415,15
38.9870911,117.2033768,12.9499998,9.9666662,25.8203793,1095.082031,30.6000004,-8,38.5999985,25.7000008,-1.25,25.7000008,-1.25,540,194,4,135.1518555,406,17,406,17
39.3511658,116.4469833,12.333333,11.6833334,28.6356201,1109.652588,30.7000008,-10.1000004,40.8000031,25.2166672,-2.0833335,25.2166672,-2.0833335,547,214,2,148.6269379,438,10,438,10
39.1842766,116.0482635,12.6083336,12.0166664,28.9558239,1120.395264,31.2999992,-10.1999998,41.5,25.583334,-1.9333334,25.583334,-1.9333334,533,200,2,146.2264862,423,10,423,10
39.0199776,116.7896729,12.708333,11.5333328,28.5478554,1110.493042,30.7999992,-9.6000004,40.4000015,25.5166664,-1.7500001,25.5166664,-1.7500001,518,194,3,140.93013,401,14,401,14
39.362999,116.958374,12.4250002,11.3666668,28.3458023,1107.030273,30.3999996,-9.6999998,40.0999985,25.2166672,0.4833334,25.2166672,-1.9666666,536,203,2,141.5428925,416,12,416,12
40.0000839,116.499794,12.2208328,11.541666,28.2883987,1116.043091,31.1000004,-9.6999998,40.7999992,25.2333336,-2.2166667,25.2333336,-2.2166667,552,201,3,137.9060059,424,10,424,10
40.0153236,116.4319382,12.2124996,11.3583336,27.9761906,1117.147583,31.1000004,-9.5,40.5999985,25.2666664,-2.2,25.2666664,-2.2,542,194,3,136.8096313,415,9,415,9
39.1171265,116.7346878,12.7166662,11.5500002,28.5891094,1114.273804,30.8999996,-9.5,40.4000015,25.6166668,-1.7666667,25.6166668,-1.7666667,529,199,2,142.0584106,413,13,413,13
39.3022652,117.2047424,12.5666666,11.0166664,27.6800671,1104.483276,30.5,-9.3000002,39.7999992,25.3833332,-1.7666667,25.3833332,-1.7666667,543,200,3,138.0651398,414,14,414,14
39.4559708,116.0653687,12.3666668,11.75,28.6585369,1111.790772,30.8999996,-10.1000004,41,25.2999992,-2.0666668,25.2999992,-2.0666668,575,224,2,150.2532196,466,9,466,9
39.1155205,116.2406769,12.6708336,11.8416662,28.7419109,1120.644043,31.2999992,-9.8999996,41.1999969,25.6499996,-1.8833333,25.6499996,-1.8833333,518,194,2,145.0337067,408,11,408,11
38.8835297,117.4200592,13.145833,10.458333,26.8851757,1096.010254,31,-7.9000001,38.9000015,25.8833332,-1.0833334,25.8833332,-1.0833334,550,196,4,133.5310059,410,15,410,15
39.6347923,116.7257385,12.0749998,11.6999998,28.6063576,1112.091553,30.5,-10.3999996,40.9000015,25,-2.3666666,25,-2.3666666,547,213,2,145.3146973,432,9,432,9
39.7382278,117.2548981,11.9875002,11.5083332,28.0691051,1124.520386,30.5,-10.5,41,25.0666656,-2.6166666,25.0666656,-2.6166666,550,203,3,138.333374,421,12,421,12
39.3872032,116.2684326,12.2666664,11.6999998,28.6063576,1106.107666,30.7999992,-10.1000004,40.9000015,25.1833324,-2.0666668,25.1833324,-2.0666668,560,221,1,150.978302,453,9,453,9
39.7986336,116.4532471,12.2666664,11.6833334,28.7059784,1110.835693,31,-9.6999998,40.7000008,25.2000008,-2.0999999,25.2000008,-2.0999999,576,216,3,141.5792236,449,11,449,11
39.2611923,117.4126511,12.4958334,10.6750002,27.0253181,1106.709839,30.2999992,-9.1999998,39.5,25.2999992,-1.9166666,25.2999992,-1.9166666,559,198,4,133.4443207,417,18,417,18
39.6195946,117.564209,11.7833338,11.3000002,27.6283627,1114.151367,30.2000008,-10.6999998,40.9000015,24.8000011,-2.6666665,24.8000011,-2.6666665,564,200,4,135.842865,426,12,426,12
39.2607079,117.6343384,12.2124996,10.8083334,27.2250214,1108.594727,30,-9.6999998,39.7000008,25.0166664,-2.25,25.0166664,-2.25,572,198,5,131.9390869,424,17,424,17
39.3688622,115.695961,12.395833,11.8916664,28.7238312,1109.58728,31.1000004,-10.3000002,41.4000015,25.3166676,-2.0333333,25.3166676,-2.0333333,573,213,3,144.3340607,453,11,453,11
39.0149918,116.3299637,12.7750006,11.9333334,28.8244781,1119.899536,31.5,-9.8999996,41.4000015,25.7333336,-1.7666667,25.7333336,-1.7666667,497,186,3,144.28479,390,12,390,12
39.4055023,115.9746628,12.3125,11.8583326,28.782362,1110.069824,30.8999996,-10.3000002,41.2000008,25.2333336,-2.1166666,25.2333336,-2.1166666,569,220,2,149.6850586,460,9,460,9
39.794754,116.7303925,11.8874998,11.6750002,28.6151962,1111.230103,30.2999992,-10.5,40.7999992,24.7999992,-2.5333333,24.7999992,-2.5333333,543,212,2,144.8461609,427,9,427,9
39.2654305,115.7376709,12.5458336,11.8250008,28.6319618,1113.578369,31.2000008,-10.1000004,41.3000031,25.5,-1.9166667,25.5,-1.9166667,555,204,3,143.524704,436,10,436,10
